Order_ID,Restaurant_ID,Order_Date,Expected_Delivery_Time,Actual_Delivery_Time,Total_Amount,Order_Status,Payment_Method,Dish_Name,Customer_ID
O0281,R035,2023-06-23 08:00:00,44,48,762.78,Completed,UPI,Fish Curry,C099
O0282,R064,2023-06-20 18:00:00,30,32,184.51,Completed,Credit Card,Butter Chicken,C039
O0283,R051,2023-02-11 00:00:00,42,41,562.47,Completed,UPI,Chicken Shawarma,C060
O0284,R002,2023-07-11 00:00:00,39,33,557.72,Completed,Net Banking,Chicken Shawarma,C179
O0285,R040,2023-02-06 00:00:00,27,49,510.77,Completed,UPI,Masala Dosa,C029
O0286,R068,2023-08-25 14:00:00,33,33,798.66,Completed,Credit Card,Garlic Naan,C100
O0287,R037,2023-06-12 00:00:00,41,48,975.09,Completed,Credit Card,Veg Manchurian,C039
O0288,R071,2023-02-12 12:00:00,34,28,176.6,Completed,Cash,Paneer Butter Masala,C050
O0289,R061,2023-06-23 16:00:00,40,29,940.17,Completed,UPI,Veg Thali,C042
O0290,R005,2023-06-02 18:00:00,38,34,775.94,Completed,Credit Card,Dal Makhani,C125
O0291,R099,2023-06-10 08:00:00,35,40,474.92,Completed,Cash,Chicken Shawarma,C096
O0292,R069,2023-03-02 22:00:00,37,29,350.1,Completed,Cash,Paneer Tikka,C146
O0293,R074,2023-06-05 06:00:00,26,32,649.49,Completed,Net Banking,Chicken Biryani,C160
O0294,R071,2023-07-06 22:00:00,28,45,604.7,Completed,Net Banking,Chicken Biryani,C027
O0295,R034,2023-04-26 22:00:00,26,53,956.29,Completed,UPI,Veg Manchurian,C005
O0296,R088,2023-02-13 22:00:00,35,48,978.33,Completed,Cash,Veg Thali,C195
O0297,R005,2023-05-23 00:00:00,30,25,811.93,Completed,Net Banking,Paneer Tikka,C180
O0298,R059,2023-03-28 20:00:00,33,39,896.27,Completed,Net Banking,Veg Thali,C099
O0299,R051,2023-05-09 18:00:00,44,39,738.13,Completed,Cash,Hakka Noodles,C007
O0300,R093,2023-01-27 18:00:00,42,46,817.62,Completed,Net Banking,Samosa Chaat,C105
O0301,R016,2023-07-12 20:00:00,39,32,603.51,Completed,UPI,Veg Manchurian,C069
O0302,R052,2023-06-22 12:00:00,34,34,745.77,Completed,Net Banking,Egg Fried Rice,C066
O0303,R045,2023-04-25 12:00:00,42,29,521.39,Completed,Credit Card,Fish Curry,C084
O0304,R064,2023-10-07 22:00:00,38,31,933.41,Completed,Net Banking,Samosa Chaat,C198
O0305,R007,2023-10-08 12:00:00,40,33,928.24,Completed,Net Banking,Masala Dosa,C183
O0306,R003,2023-03-21 16:00:00,36,35,997.12,Completed,UPI,Paneer Tikka,C131
O0307,R035,2023-06-04 20:00:00,32,20,367.82,Completed,Credit Card,Veg Thali,C140
O0308,R095,2023-03-26 18:00:00,27,47,334.47,Completed,Cash,Egg Fried Rice,C144
O0309,R005,2023-04-30 18:00:00,27,45,674.05,Completed,UPI,Chicken Biryani,C023
O0310,R033,2023-06-14 00:00:00,45,23,464.18,Completed,Credit Card,Hakka Noodles,C054
O0311,R088,2023-09-22 14:00:00,27,44,487.21,Completed,Credit Card,Dal Makhani,C091
O0312,R088,2023-05-21 00:00:00,41,39,806.43,Completed,Credit Card,Mutton Rogan Josh,C189
O0313,R075,2023-01-09 02:00:00,25,28,724.67,Completed,Net Banking,Paneer Tikka,C171
O0314,R090,2023-06-02 12:00:00,43,24,875.73,Completed,Cash,Chicken Wings,C018
O0315,R100,2023-09-04 22:00:00,41,50,837.06,Completed,UPI,Paneer Butter Masala,C089
O0316,R038,2023-01-03 00:00:00,35,38,566.36,Completed,UPI,Paneer Tikka,C009
O0317,R088,2023-07-08 12:00:00,44,45,238.77,Completed,Cash,Pasta Alfredo,C064
O0318,R098,2023-05-19 04:00:00,28,39,508.85,Completed,Net Banking,Veg Manchurian,C129
O0319,R027,2023-09-18 20:00:00,43,53,820.95,Completed,Credit Card,Butter Chicken,C166
O0320,R098,2023-09-22 14:00:00,32,41,462.0,Completed,Credit Card,Masala Dosa,C175
O0321,R068,2023-06-02 06:00:00,25,27,866.12,Completed,Net Banking,Chicken Wings,C104
O0322,R067,2023-03-18 10:00:00,26,43,489.25,Completed,Net Banking,Chicken Shawarma,C194
O0323,R044,2023-05-27 14:00:00,28,39,845.23,Completed,Cash,Samosa Chaat,C024
O0324,R050,2023-03-24 06:00:00,34,29,795.25,Completed,Cash,Veg Thali,C156
O0325,R033,2023-03-28 10:00:00,27,35,720.84,Completed,Net Banking,Paneer Butter Masala,C168
O0326,R027,2023-06-12 20:00:00,43,42,156.01,Completed,Cash,Dal Makhani,C017
O0327,R015,2023-06-12 02:00:00,37,30,936.88,Completed,Net Banking,Veg Manchurian,C131
O0328,R073,2023-02-18 02:00:00,29,40,461.91,Completed,UPI,Paneer Tikka,C020
O0329,R043,2023-03-19 20:00:00,43,31,228.6,Completed,UPI,Veg Manchurian,C159
O0330,R032,2023-05-31 10:00:00,44,30,160.78,Completed,Credit Card,Hakka Noodles,C079
O0331,R076,2023-04-07 18:00:00,41,51,881.78,Completed,Credit Card,Veg Thali,C010
O0332,R087,2023-05-03 20:00:00,31,23,505.72,Completed,UPI,Tandoori Chicken,C100
O0333,R093,2023-08-11 22:00:00,33,30,648.51,Completed,Credit Card,Dal Makhani,C008
O0334,R069,2023-06-15 22:00:00,34,32,986.99,Completed,Cash,Samosa Chaat,C148
O0335,R088,2023-07-24 14:00:00,30,42,944.76,Completed,Cash,Chicken Wings,C131
O0336,R046,2023-02-20 18:00:00,30,41,685.37,Completed,Net Banking,Garlic Naan,C102
O0337,R021,2023-06-28 06:00:00,43,30,771.79,Completed,Net Banking,Mutton Rogan Josh,C106
O0338,R020,2023-08-22 14:00:00,32,20,696.87,Completed,UPI,Paneer Tikka,C026
O0339,R043,2023-01-30 20:00:00,29,36,506.42,Completed,Net Banking,Veg Manchurian,C089
O0340,R096,2023-03-06 00:00:00,29,37,248.6,Completed,Credit Card,Fish Curry,C055
O0341,R002,2023-04-13 08:00:00,32,36,325.99,Completed,Cash,Chicken Shawarma,C169
O0342,R075,2023-06-26 16:00:00,33,42,403.26,Completed,Net Banking,Veg Manchurian,C193
O0343,R007,2023-08-04 08:00:00,40,30,331.95,Completed,Net Banking,Veg Manchurian,C127
O0344,R073,2023-08-18 18:00:00,34,26,941.95,Completed,Net Banking,Tandoori Chicken,C199
O0345,R020,2023-02-11 20:00:00,29,38,324.27,Completed,Cash,Dal Makhani,C045
O0346,R045,2023-01-21 02:00:00,44,41,350.11,Completed,Credit Card,Masala Dosa,C010
O0347,R047,2023-02-22 22:00:00,33,47,741.5,Completed,UPI,Chicken Shawarma,C018
O0348,R038,2023-04-28 00:00:00,31,33,975.15,Completed,Cash,Chicken Wings,C049
O0349,R081,2023-01-13 12:00:00,27,46,691.95,Completed,UPI,Chicken Biryani,C141
O0350,R038,2023-04-25 02:00:00,29,41,399.13,Completed,Net Banking,Chicken Wings,C036
O0351,R042,2023-08-01 04:00:00,38,35,842.91,Completed,Cash,Egg Fried Rice,C143
O0352,R064,2023-10-02 18:00:00,30,33,282.89,Completed,UPI,Fish Curry,C069
O0353,R052,2023-02-24 16:00:00,31,33,701.67,Completed,Credit Card,Butter Chicken,C149
O0354,R077,2023-09-19 08:00:00,43,33,569.99,Completed,Cash,Pasta Alfredo,C113
O0355,R056,2023-06-09 22:00:00,25,51,789.15,Completed,Net Banking,Garlic Naan,C059
O0356,R022,2023-05-14 04:00:00,36,37,563.01,Completed,Cash,Pasta Alfredo,C048
O0357,R001,2023-08-20 08:00:00,42,38,678.14,Completed,Net Banking,Egg Fried Rice,C101
O0358,R019,2023-03-06 00:00:00,40,24,152.59,Completed,Credit Card,Egg Fried Rice,C123
O0359,R073,2023-05-21 10:00:00,29,35,867.04,Completed,Net Banking,Pasta Alfredo,C031
O0360,R006,2023-06-19 08:00:00,33,45,765.95,Completed,UPI,Masala Dosa,C070
O0361,R057,2023-03-07 12:00:00,27,32,317.89,Completed,Cash,Chole Bhature,C069
O0362,R017,2023-02-27 04:00:00,44,44,954.38,Completed,UPI,Chole Bhature,C191
O0363,R044,2023-05-14 10:00:00,33,35,991.29,Completed,Credit Card,Mutton Rogan Josh,C167
O0364,R002,2023-01-17 02:00:00,44,45,684.09,Completed,Cash,Fish Curry,C107
O0365,R093,2023-09-26 14:00:00,32,38,860.56,Completed,Credit Card,Chole Bhature,C018
O0366,R062,2023-10-01 16:00:00,25,31,991.32,Completed,Net Banking,Chicken Biryani,C161
O0367,R086,2023-09-21 12:00:00,29,31,409.23,Completed,Cash,Tandoori Chicken,C168
O0368,R085,2023-04-26 16:00:00,31,39,307.22,Completed,Net Banking,Tandoori Chicken,C144
O0369,R100,2023-09-17 08:00:00,43,28,425.11,Completed,Cash,Butter Chicken,C131
O0370,R033,2023-08-21 18:00:00,25,33,971.83,Completed,Net Banking,Chicken Shawarma,C098
O0371,R096,2023-06-27 18:00:00,38,37,401.47,Completed,UPI,Veg Thali,C096
O0372,R079,2023-03-06 00:00:00,29,38,533.29,Completed,Cash,Chicken Shawarma,C157
O0373,R025,2023-09-05 02:00:00,29,29,873.45,Completed,Credit Card,Hakka Noodles,C025
O0374,R009,2023-04-22 22:00:00,40,34,300.85,Completed,Credit Card,Chicken Biryani,C026
O0375,R071,2023-03-04 12:00:00,42,45,535.82,Completed,Credit Card,Mutton Rogan Josh,C038
O0376,R055,2023-06-27 04:00:00,26,52,374.45,Completed,Net Banking,Hakka Noodles,C164
O0377,R036,2023-07-05 06:00:00,41,47,506.56,Completed,Credit Card,Paneer Tikka,C075
O0378,R023,2023-09-01 04:00:00,35,48,966.78,Completed,Net Banking,Samosa Chaat,C057
O0379,R068,2023-07-22 22:00:00,32,35,521.72,Completed,Cash,Chicken Shawarma,C114
O0380,R022,2023-07-18 20:00:00,30,37,202.43,Completed,UPI,Veg Manchurian,C152
O0381,R009,2023-05-29 02:00:00,39,35,908.82,Completed,Cash,Dal Makhani,C174
O0382,R085,2023-02-21 22:00:00,35,41,878.8,Completed,Cash,Butter Chicken,C050
O0383,R082,2023-08-05 04:00:00,39,28,441.53,Completed,Cash,Margherita Pizza,C053
O0384,R021,2023-08-24 02:00:00,32,38,191.63,Completed,Cash,Dal Makhani,C128
O0385,R075,2023-07-30 20:00:00,45,35,570.26,Completed,UPI,Egg Fried Rice,C049
O0386,R015,2023-06-18 10:00:00,45,31,694.71,Completed,Cash,Samosa Chaat,C160
O0387,R065,2023-08-15 08:00:00,33,28,522.97,Completed,Cash,Pasta Alfredo,C052
O0388,R081,2023-07-14 18:00:00,31,42,207.26,Completed,Credit Card,Paneer Butter Masala,C051
O0389,R070,2023-03-14 18:00:00,28,44,229.47,Completed,Cash,Dal Makhani,C069
O0390,R078,2023-07-24 02:00:00,36,32,786.17,Completed,Cash,Samosa Chaat,C111
O0391,R050,2023-05-31 14:00:00,40,40,604.59,Completed,Cash,Veg Manchurian,C065
O0392,R097,2023-01-12 04:00:00,33,41,702.18,Completed,Cash,Hakka Noodles,C140
O0393,R056,2023-03-24 22:00:00,36,28,401.3,Completed,UPI,Tandoori Chicken,C140
O0394,R035,2023-06-16 10:00:00,42,37,520.92,Completed,Net Banking,Tandoori Chicken,C193
O0395,R040,2023-07-26 02:00:00,43,44,440.13,Completed,Net Banking,Egg Fried Rice,C061
O0396,R037,2023-04-19 10:00:00,34,42,706.71,Completed,UPI,Chicken Shawarma,C066
O0397,R002,2023-07-09 16:00:00,31,46,536.84,Completed,Credit Card,Fish Curry,C147
O0398,R055,2023-09-07 12:00:00,34,31,244.78,Completed,UPI,Paneer Tikka,C123
O0399,R100,2023-03-09 00:00:00,42,30,726.96,Completed,Cash,Veg Manchurian,C160
O0400,R092,2023-01-01 04:00:00,37,51,977.51,Completed,Net Banking,Chole Bhature,C158
O0401,R036,2023-01-15 20:00:00,27,38,500.54,Completed,UPI,Paneer Tikka,C036
O0402,R034,2023-01-22 06:00:00,30,42,177.99,Completed,Cash,Samosa Chaat,C170
O0403,R069,2023-02-15 18:00:00,37,27,610.43,Completed,UPI,Tandoori Chicken,C196
O0404,R068,2023-03-24 20:00:00,28,33,691.96,Completed,Cash,Hakka Noodles,C175
O0405,R071,2023-06-01 06:00:00,43,40,451.19,Completed,Credit Card,Chole Bhature,C125
O0406,R041,2023-08-19 02:00:00,45,28,914.55,Completed,Credit Card,Butter Chicken,C064
O0407,R044,2023-07-28 04:00:00,28,37,958.08,Completed,UPI,Chicken Wings,C008
O0408,R025,2023-03-18 10:00:00,41,34,549.79,Completed,Cash,Samosa Chaat,C165
O0409,R091,2023-08-14 12:00:00,29,35,578.32,Completed,Cash,Margherita Pizza,C085
O0410,R056,2023-08-22 14:00:00,39,23,511.81,Completed,Credit Card,Hakka Noodles,C020
O0411,R019,2023-02-07 04:00:00,29,44,731.82,Completed,Net Banking,Chole Bhature,C161
O0412,R001,2023-09-16 10:00:00,38,43,200.11,Completed,Credit Card,Mutton Rogan Josh,C124
O0413,R097,2023-06-26 00:00:00,33,41,409.4,Completed,Cash,Masala Dosa,C104
O0414,R066,2023-05-26 04:00:00,42,37,829.91,Completed,UPI,Veg Thali,C047
O0415,R020,2023-08-09 08:00:00,31,24,315.51,Completed,Net Banking,Paneer Tikka,C120
O0416,R085,2023-08-05 10:00:00,30,28,607.54,Completed,UPI,Butter Chicken,C009
O0417,R090,2023-04-08 18:00:00,27,35,334.84,Completed,UPI,Egg Fried Rice,C009
O0418,R073,2023-08-22 02:00:00,33,39,247.56,Completed,Cash,Tandoori Chicken,C113
O0419,R050,2023-04-26 10:00:00,39,55,494.16,Completed,Credit Card,Chicken Biryani,C183
O0420,R047,2023-06-18 10:00:00,35,36,616.85,Completed,Credit Card,Garlic Naan,C057
O0421,R060,2023-08-22 22:00:00,37,44,373.0,Completed,Cash,Veg Manchurian,C058
O0422,R005,2023-03-07 14:00:00,41,51,438.8,Completed,Net Banking,Veg Thali,C160
O0423,R072,2023-02-25 16:00:00,26,24,533.8,Completed,Net Banking,Dal Makhani,C139
O0424,R053,2023-05-08 04:00:00,36,38,769.89,Completed,Cash,Chicken Wings,C184
O0425,R082,2023-07-10 04:00:00,37,27,276.97,Completed,Net Banking,Mutton Rogan Josh,C166
O0426,R079,2023-05-02 16:00:00,37,43,650.1,Completed,Cash,Paneer Butter Masala,C195
O0427,R098,2023-09-02 20:00:00,42,48,658.13,Completed,UPI,Tandoori Chicken,C060
O0428,R030,2023-05-30 12:00:00,29,26,977.83,Completed,Credit Card,Paneer Tikka,C180
O0429,R003,2023-05-14 08:00:00,42,40,664.66,Completed,Credit Card,Paneer Butter Masala,C104
O0430,R047,2023-05-30 18:00:00,43,34,495.53,Completed,UPI,Fish Curry,C002
O0431,R068,2023-08-15 08:00:00,29,44,559.85,Completed,Net Banking,Fish Curry,C165
O0432,R021,2023-04-19 08:00:00,45,32,671.45,Completed,Cash,Masala Dosa,C062
O0433,R088,2023-06-09 22:00:00,26,40,602.5,Completed,Credit Card,Chicken Wings,C121
O0434,R025,2023-01-23 22:00:00,34,42,722.96,Completed,Cash,Margherita Pizza,C056
O0435,R081,2023-02-20 00:00:00,44,28,399.67,Completed,UPI,Garlic Naan,C131
O0436,R046,2023-03-17 00:00:00,39,44,359.58,Completed,Net Banking,Chicken Shawarma,C200
O0437,R081,2023-09-15 10:00:00,41,50,981.48,Completed,Net Banking,Chicken Biryani,C139
O0438,R090,2023-02-08 16:00:00,43,40,950.31,Completed,UPI,Chicken Shawarma,C177
O0439,R064,2023-09-14 12:00:00,38,51,778.48,Completed,Cash,Tandoori Chicken,C131
O0440,R003,2023-02-23 04:00:00,31,39,984.33,Completed,Cash,Samosa Chaat,C180
O0441,R094,2023-05-15 12:00:00,39,37,994.37,Completed,Cash,Pasta Alfredo,C184
O0442,R095,2023-06-08 08:00:00,31,25,380.14,Completed,Cash,Chole Bhature,C099
O0443,R032,2023-08-30 12:00:00,37,40,443.67,Completed,UPI,Garlic Naan,C164
O0444,R074,2023-07-04 12:00:00,27,26,933.13,Completed,Cash,Masala Dosa,C190
O0445,R031,2023-03-13 16:00:00,28,34,759.27,Completed,UPI,Paneer Tikka,C091
O0446,R036,2023-05-06 12:00:00,42,46,276.7,Completed,Credit Card,Garlic Naan,C135
O0447,R024,2023-08-29 08:00:00,37,47,820.06,Completed,Cash,Chicken Wings,C126
O0448,R098,2023-01-16 20:00:00,28,31,314.59,Completed,Net Banking,Chicken Wings,C022
O0449,R054,2023-01-08 06:00:00,41,43,324.71,Completed,Net Banking,Butter Chicken,C010
O0450,R010,2023-05-19 14:00:00,39,35,671.69,Completed,Cash,Dal Makhani,C128
O0451,R074,2023-03-12 18:00:00,45,37,327.31,Completed,Net Banking,Veg Thali,C064
O0452,R058,2023-01-30 20:00:00,30,36,474.06,Completed,Credit Card,Dal Makhani,C031
O0453,R031,2023-05-21 16:00:00,26,40,288.75,Completed,Credit Card,Paneer Butter Masala,C052
O0454,R096,2023-07-19 20:00:00,31,41,736.08,Completed,UPI,Mutton Rogan Josh,C132
O0455,R092,2023-07-14 10:00:00,32,38,672.9,Completed,UPI,Mutton Rogan Josh,C120
O0456,R058,2023-09-27 20:00:00,32,29,921.09,Completed,Net Banking,Margherita Pizza,C033
O0457,R066,2023-05-21 10:00:00,28,30,231.16,Completed,UPI,Paneer Butter Masala,C077
O0458,R091,2023-07-04 14:00:00,44,35,988.21,Completed,Cash,Hakka Noodles,C171
O0459,R013,2023-03-13 20:00:00,37,37,411.57,Completed,Cash,Samosa Chaat,C030
O0460,R025,2023-08-05 04:00:00,38,50,174.68,Completed,Credit Card,Mutton Rogan Josh,C150
O0461,R022,2023-01-02 08:00:00,27,38,446.86,Completed,UPI,Paneer Tikka,C187
O0462,R057,2023-08-17 06:00:00,42,42,955.38,Completed,Credit Card,Chicken Biryani,C181
O0463,R009,2023-02-16 12:00:00,31,26,396.7,Completed,Cash,Dal Makhani,C170
O0464,R055,2023-07-01 04:00:00,41,24,568.52,Completed,Net Banking,Chicken Biryani,C171
O0465,R082,2023-08-08 10:00:00,31,46,384.08,Completed,Cash,Veg Manchurian,C140
O0466,R051,2023-06-17 02:00:00,31,46,725.15,Completed,Cash,Chicken Biryani,C143
O0467,R035,2023-04-16 08:00:00,40,34,465.88,Completed,Cash,Chicken Wings,C191
O0468,R033,2023-05-10 18:00:00,27,40,935.99,Completed,UPI,Veg Manchurian,C016
O0469,R056,2023-07-05 14:00:00,31,31,242.82,Completed,Credit Card,Paneer Butter Masala,C172
O0470,R097,2023-07-03 08:00:00,28,32,682.58,Completed,Cash,Chole Bhature,C085
O0471,R100,2023-01-23 12:00:00,41,45,989.35,Completed,UPI,Margherita Pizza,C011
O0472,R046,2023-01-27 16:00:00,29,32,463.79,Completed,Credit Card,Chicken Wings,C072
O0473,R079,2023-07-26 10:00:00,44,38,604.82,Completed,Net Banking,Butter Chicken,C036
O0474,R042,2023-09-07 08:00:00,31,34,807.43,Completed,Net Banking,Chicken Shawarma,C167
O0475,R012,2023-06-18 04:00:00,42,53,273.77,Completed,Credit Card,Dal Makhani,C151
O0476,R040,2023-09-14 18:00:00,43,43,553.82,Completed,Net Banking,Fish Curry,C018
O0477,R004,2023-01-06 04:00:00,41,35,876.63,Completed,Net Banking,Masala Dosa,C131
O0478,R064,2023-03-11 14:00:00,45,50,898.19,Completed,Credit Card,Masala Dosa,C081
O0479,R002,2023-05-24 02:00:00,44,44,597.79,Completed,Credit Card,Pasta Alfredo,C199
O0480,R098,2023-07-30 14:00:00,38,39,828.33,Completed,Net Banking,Fish Curry,C098
O0481,R033,2023-09-16 10:00:00,44,53,603.81,Completed,Net Banking,Margherita Pizza,C135
O0482,R026,2023-05-03 20:00:00,37,41,729.38,Completed,UPI,Veg Thali,C120
O0483,R098,2023-04-17 12:00:00,45,45,838.75,Completed,Cash,Veg Thali,C147
O0484,R051,2023-01-29 12:00:00,33,41,214.69,Completed,UPI,Garlic Naan,C157
O0485,R050,2023-09-12 06:00:00,40,32,229.46,Completed,Net Banking,Pasta Alfredo,C149
O0486,R056,2023-01-08 22:00:00,45,29,188.02,Completed,Net Banking,Egg Fried Rice,C074
O0487,R100,2023-09-19 22:00:00,45,47,913.37,Completed,Credit Card,Butter Chicken,C019
O0488,R082,2023-10-03 22:00:00,44,44,336.78,Completed,Cash,Veg Manchurian,C027
O0489,R081,2023-03-23 14:00:00,25,29,579.7,Completed,Net Banking,Veg Manchurian,C122
O0490,R087,2023-07-29 12:00:00,36,34,452.54,Completed,Cash,Margherita Pizza,C092
O0491,R050,2023-01-10 12:00:00,36,35,481.2,Completed,Net Banking,Dal Makhani,C192
O0492,R090,2023-07-20 16:00:00,31,40,446.26,Completed,Net Banking,Tandoori Chicken,C055
O0493,R005,2023-06-24 22:00:00,45,42,887.17,Completed,Net Banking,Butter Chicken,C193
O0494,R075,2023-05-06 10:00:00,26,34,239.78,Completed,Cash,Pasta Alfredo,C006
O0495,R060,2023-02-22 08:00:00,31,35,780.06,Completed,Cash,Butter Chicken,C026
O0496,R046,2023-06-08 22:00:00,39,39,577.66,Completed,Credit Card,Fish Curry,C132
O0497,R073,2023-03-30 04:00:00,31,26,647.85,Completed,Credit Card,Mutton Rogan Josh,C097
O0498,R017,2023-02-07 14:00:00,41,26,549.52,Completed,Credit Card,Butter Chicken,C133
O0499,R073,2023-07-22 14:00:00,31,25,808.1,Completed,Credit Card,Chicken Shawarma,C150
O0500,R091,2023-06-02 14:00:00,25,42,611.59,Completed,UPI,Hakka Noodles,C049
O0501,R036,2023-04-06 00:00:00,29,45,499.08,Completed,Net Banking,Masala Dosa,C147
O0502,R042,2023-03-16 22:00:00,32,45,500.36,Completed,Net Banking,Tandoori Chicken,C086
O0503,R004,2023-05-11 14:00:00,39,42,511.43,Completed,Credit Card,Paneer Butter Masala,C110
O0504,R051,2023-05-12 02:00:00,40,40,619.59,Completed,Net Banking,Dal Makhani,C117
O0505,R061,2023-09-12 14:00:00,27,46,357.46,Completed,Credit Card,Margherita Pizza,C088
O0506,R067,2023-06-22 22:00:00,44,48,980.65,Completed,UPI,Paneer Tikka,C069
O0507,R018,2023-04-26 22:00:00,33,35,881.17,Completed,UPI,Samosa Chaat,C102
O0508,R006,2023-03-19 22:00:00,45,46,436.44,Completed,Net Banking,Garlic Naan,C191
O0509,R011,2023-10-09 06:00:00,34,38,602.11,Completed,Cash,Chicken Biryani,C124
O0510,R073,2023-07-21 10:00:00,37,49,701.29,Completed,UPI,Chicken Biryani,C198
O0511,R045,2023-04-01 00:00:00,35,38,569.33,Completed,Cash,Paneer Tikka,C188
O0512,R047,2023-01-31 08:00:00,34,30,296.71,Completed,UPI,Veg Thali,C021
O0513,R001,2023-01-16 00:00:00,27,31,697.22,Completed,UPI,Masala Dosa,C111
O0514,R009,2023-02-22 20:00:00,44,35,716.99,Completed,Net Banking,Pasta Alfredo,C142
O0515,R025,2023-04-18 16:00:00,28,34,648.92,Completed,Net Banking,Paneer Tikka,C187
O0516,R092,2023-08-02 22:00:00,40,49,592.84,Completed,UPI,Butter Chicken,C066
O0517,R015,2023-07-19 08:00:00,36,35,548.61,Completed,Credit Card,Chicken Biryani,C191
O0518,R086,2023-07-12 08:00:00,44,45,981.3,Completed,Cash,Fish Curry,C050
O0519,R070,2023-06-15 12:00:00,44,31,233.25,Completed,UPI,Garlic Naan,C049
O0520,R061,2023-01-22 14:00:00,45,23,902.52,Completed,Net Banking,Pasta Alfredo,C033
O0521,R006,2023-06-29 22:00:00,27,35,151.58,Completed,Credit Card,Tandoori Chicken,C040
O0522,R041,2023-06-13 14:00:00,32,50,794.83,Completed,UPI,Pasta Alfredo,C167
O0523,R004,2023-05-29 08:00:00,29,22,540.43,Completed,Cash,Fish Curry,C094
O0524,R041,2023-04-20 00:00:00,38,32,602.38,Completed,Credit Card,Margherita Pizza,C163
O0525,R051,2023-05-12 14:00:00,32,34,193.49,Completed,Credit Card,Margherita Pizza,C125
O0526,R017,2023-09-06 20:00:00,25,25,961.95,Completed,Cash,Chicken Biryani,C176
O0527,R098,2023-01-09 06:00:00,40,31,303.77,Completed,Cash,Masala Dosa,C092
O0528,R082,2023-02-09 18:00:00,34,29,852.62,Completed,Cash,Fish Curry,C197
O0529,R036,2023-05-29 04:00:00,29,30,996.53,Completed,UPI,Egg Fried Rice,C117
O0530,R053,2023-07-27 04:00:00,41,34,903.94,Completed,UPI,Chicken Shawarma,C065
O0531,R086,2023-08-15 18:00:00,45,32,691.2,Completed,Net Banking,Chicken Shawarma,C077
O0532,R019,2023-02-15 14:00:00,36,27,279.41,Completed,Net Banking,Egg Fried Rice,C193
O0533,R077,2023-09-17 22:00:00,29,36,653.61,Completed,Credit Card,Fish Curry,C013
O0534,R019,2023-02-18 08:00:00,28,41,724.62,Completed,Cash,Paneer Tikka,C114
O0535,R052,2023-01-11 14:00:00,41,44,939.75,Completed,Net Banking,Chicken Biryani,C084
O0536,R040,2023-02-10 14:00:00,35,43,733.2,Completed,Credit Card,Chole Bhature,C091
O0537,R066,2023-08-29 18:00:00,35,39,287.43,Completed,Cash,Hakka Noodles,C153
O0538,R008,2023-05-27 16:00:00,27,45,182.3,Completed,Cash,Margherita Pizza,C063
O0539,R021,2023-03-26 14:00:00,36,37,836.42,Completed,Net Banking,Garlic Naan,C092
O0540,R017,2023-01-11 20:00:00,31,43,449.5,Completed,Cash,Fish Curry,C005
O0541,R018,2023-08-03 18:00:00,31,38,435.44,Completed,Cash,Chole Bhature,C163
O0542,R062,2023-04-03 20:00:00,34,36,447.24,Completed,Credit Card,Dal Makhani,C035
O0543,R091,2023-04-01 04:00:00,41,22,934.51,Completed,Net Banking,Fish Curry,C056
O0544,R083,2023-05-12 04:00:00,38,41,860.81,Completed,UPI,Chicken Biryani,C019
O0545,R092,2023-02-09 08:00:00,45,28,822.24,Completed,Cash,Hakka Noodles,C090
O0546,R098,2023-04-28 08:00:00,37,49,562.7,Completed,Net Banking,Dal Makhani,C110
O0547,R093,2023-04-10 12:00:00,37,26,986.69,Completed,Credit Card,Veg Manchurian,C044
O0548,R006,2023-05-08 12:00:00,26,47,641.62,Completed,UPI,Veg Thali,C188
O0549,R094,2023-07-30 06:00:00,29,23,905.13,Completed,Credit Card,Paneer Tikka,C050
O0550,R067,2023-10-02 02:00:00,39,46,972.41,Completed,Credit Card,Hakka Noodles,C021
O0551,R006,2023-08-06 10:00:00,27,30,661.41,Completed,Credit Card,Hakka Noodles,C100
O0552,R072,2023-03-06 16:00:00,34,36,654.11,Completed,Cash,Pasta Alfredo,C148
O0553,R089,2023-09-12 06:00:00,45,24,968.67,Completed,Net Banking,Paneer Tikka,C084
O0554,R096,2023-10-09 10:00:00,29,41,175.74,Completed,UPI,Tandoori Chicken,C067
O0555,R090,2023-07-04 20:00:00,41,44,607.71,Completed,Cash,Veg Manchurian,C148
O0556,R081,2023-07-04 22:00:00,31,32,250.7,Completed,Credit Card,Paneer Butter Masala,C089
O0557,R050,2023-01-21 08:00:00,44,37,845.98,Completed,Credit Card,Tandoori Chicken,C047
O0558,R024,2023-04-26 14:00:00,40,33,945.29,Completed,Credit Card,Pasta Alfredo,C099
O0559,R045,2023-06-25 22:00:00,36,35,626.66,Completed,Cash,Garlic Naan,C173
O0560,R075,2023-07-08 10:00:00,29,46,404.14,Completed,Net Banking,Margherita Pizza,C191
O0561,R011,2023-01-05 18:00:00,43,43,915.99,Completed,Cash,Pasta Alfredo,C001
O0562,R011,2023-02-25 02:00:00,29,42,237.3,Completed,UPI,Margherita Pizza,C146
O0563,R072,2023-06-19 02:00:00,43,39,820.66,Completed,Net Banking,Veg Manchurian,C181
O0564,R023,2023-10-07 16:00:00,38,35,185.35,Completed,Cash,Veg Thali,C191
